bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-SUM-V4-Q12,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V4-Q12,secure-evidence,U2-MG03,U2-EP081,V4,U2-SUM-SLOT09,U2-SUM-TD-FAM09,test_day_controlled_variant,falling object reaches near-constant speed; evaluate ideal model,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q01,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V5-Q01,secure-evidence,U2-MG02,U2-EP082,V5,U2-SUM-SLOT03,U2-SUM-MU5-FAM03,makeup_independent_architecture,graph slope -> speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q02,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V5-Q02,secure-evidence,U2-MG02,U2-EP083,V5,U2-SUM-SLOT04,U2-SUM-MU5-FAM04,makeup_independent_architecture,vector comparison -> speed versus velocity,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q03,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V5-Q03,secure-evidence,U2-MG02,U2-EP084,V5,U2-SUM-SLOT05,U2-SUM-MU5-FAM05,makeup_independent_architecture,multi-leg trip with pause -> average speed and displacement,3,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q04,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V5-Q04,secure-evidence,U2-MG03,U2-EP085,V5,U2-SUM-SLOT06,U2-SUM-MU5-FAM06,makeup_independent_architecture,velocity-time graph slope -> acceleration,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q05,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V5-Q05,secure-evidence,U2-MG03,U2-EP086,V5,U2-SUM-SLOT07,U2-SUM-MU5-FAM07,makeup_independent_architecture,curved motion diagram -> acceleration by direction change,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q06,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V5-Q06,secure-evidence,U2-MG03,U2-EP087,V5,U2-SUM-SLOT08,U2-SUM-MU5-FAM08,makeup_independent_architecture,free-fall distance model -> distance,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q07,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V5-Q07,secure-evidence,U2-MG03,U2-EP088,V5,U2-SUM-SLOT09,U2-SUM-MU5-FAM09,makeup_independent_architecture,compare vacuum and air conditions -> model validity,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q08,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V5-Q08,secure-evidence,U2-MG04,U2-EP089,V5,U2-SUM-SLOT10,U2-SUM-MU5-FAM10,makeup_independent_architecture,resultant magnitude + one perpendicular component -> infer missing component,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q09,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V5-Q09,secure-evidence,U2-MG04,U2-EP090,V5,U2-SUM-SLOT11,U2-SUM-MU5-FAM11,makeup_independent_architecture,verbal multiphase motion -> graph and dot diagram,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q10,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V5-Q10,secure-evidence,U2-MG04 | U2-MG03,U2-EP091 | U2-EP092,V5,U2-SUM-SLOT12,U2-SUM-MU5-FAM12,makeup_independent_architecture,nonlinear position data versus constant-velocity label; critique and revise,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q11,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V5-Q11,secure-evidence,U2-MG01,U2-EP093,V5,U2-SUM-SLOT01,U2-SUM-MU5-FAM01,makeup_independent_architecture,coordinate position plus competing frames; identify missing frame,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V5-Q12,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V5-Q12,secure-evidence,U2-MG01,U2-EP094,V5,U2-SUM-SLOT02,U2-SUM-MU5-FAM02,makeup_independent_architecture,critique absolute-velocity claim using counterexample,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q01,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V6-Q01,secure-evidence,U2-MG03,U2-EP095,V6,U2-SUM-SLOT08,U2-SUM-MU6-FAM08,makeup_independent_architecture,free-fall scaling comparison,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q02,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V6-Q02,secure-evidence,U2-MG03,U2-EP096,V6,U2-SUM-SLOT09,U2-SUM-MU6-FAM09,makeup_independent_architecture,compare two speed-gain datasets -> choose model,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q03,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V6-Q03,secure-evidence,U2-MG04,U2-EP097,V6,U2-SUM-SLOT10,U2-SUM-MU6-FAM10,makeup_independent_architecture,flawed vector with scale and direction; critique,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q04,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V6-Q04,secure-evidence,U2-MG04,U2-EP098,V6,U2-SUM-SLOT11,U2-SUM-MU6-FAM11,makeup_independent_architecture,nonuniform table -> motion diagram and velocity trend,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q05,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V6-Q05,secure-evidence,U2-MG04 | U2-MG03,U2-EP099 | U2-EP100,V6,U2-SUM-SLOT12,U2-SUM-MU6-FAM12,makeup_independent_architecture,constant-speed turn claim -> vector evidence and correction,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q06,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V6-Q06,secure-evidence,U2-MG01,U2-EP101,V6,U2-SUM-SLOT01,U2-SUM-MU6-FAM01,makeup_independent_architecture,moving walkway with opposing relative motions; select two frames,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q07,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V6-Q07,secure-evidence,U2-MG01,U2-EP102,V6,U2-SUM-SLOT02,U2-SUM-MU6-FAM02,makeup_independent_architecture,transform paired observer statements and explain reciprocal direction,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V6-Q08,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V6-Q08,secure-evidence,U2-MG02,U2-EP103,V6,U2-SUM-SLOT03,U2-SUM-MU6-FAM03,makeup_independent_architecture,two unequal segments -> total-distance/total-time average speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
